#,Region/ المنطقة,PC Code/ رمز مركز الانتخاب,Office #/ الللجنة الانتخابية #,Office/ الللجنة الانتخابية ,Main C/ الدائرة الانتخابية الرئيسية,SubC # / رقم الدائرة الفرعية ,SubC name / الدائرة الفرعية,Name PC,Mahalla / المحلة,Village / المدينة/القرية,نوع المركز / Type,E  خط العرض   / Coordinates E,N  خط العرض   / Coordinates N
174,  الغربية ,12080,2,مصراتة,مصراتة,5,زليتن,مالك بن أنس,ازدو الشمالية,زليتن,عام,14.592909,32.481028
175,  الغربية ,12081,2,مصراتة,مصراتة,5,زليتن,عين جالوت,ازدو الشمالية,زليتن,عام,14.578849,32.478708
176,  الغربية ,12082,2,مصراتة,مصراتة,5,زليتن,البازة,البازة,زليتن,عام,14.560361,32.479105
177,  الغربية ,12083,2,مصراتة,مصراتة,5,زليتن,الرماية,البازة,زليتن,عام,14.550219,32.496218
178,  الغربية ,12084,2,مصراتة,مصراتة,5,زليتن,زليتن المركزية الإعدادية,البازة,زليتن,عام,14.56591,32.478267
179,  الغربية ,12085,2,مصراتة,مصراتة,5,زليتن,القدس,الجهاد,زليتن,عام,14.649585,32.353603
180,  الغربية ,12086,2,مصراتة,مصراتة,5,زليتن,الدافنية الشمالية,الدافنية,زليتن,عام,14.744153,32.426472
181,  الغربية ,12087,2,مصراتة,مصراتة,5,زليتن,عمر بن الخطاب,الدافنية,زليتن,عام,14.669625,32.4315
182,  الغربية ,12088,2,مصراتة,مصراتة,5,زليتن,أسامة بن زيد,الدافنية,زليتن,عام,14.628228,32.451007
183,  الغربية ,12089,2,مصراتة,مصراتة,5,زليتن,عمر بن عبدالعزيز,الدافنية,زليتن,عام,14.625948,32.418289
184,  الغربية ,12090,2,مصراتة,مصراتة,5,زليتن,عبدالله بن مسعود ,السبعة ,زليتن,عام,14.576119,32.427775
185,  الغربية ,12091,2,مصراتة,مصراتة,5,زليتن,السبعة الثانوية,السبعة ,زليتن,عام,14.592027,32.438094
186,  الغربية ,12092,2,مصراتة,مصراتة,5,زليتن,الشعلة,السبعة ,زليتن,عام,14.613258,32.418648
187,  الغربية ,12093,2,مصراتة,مصراتة,5,زليتن,الشيماء,الشيخ,زليتن,عام,14.571616,32.466794
188,  الغربية ,12094,2,مصراتة,مصراتة,5,زليتن,خديجة الكبرى,الشيخ,زليتن,عام,14.566334,32.461012
189,  الغربية ,12095,2,مصراتة,مصراتة,5,زليتن,عائشة أم المؤمنين,الشيخ,زليتن,عام,14.575353,32.459473
190,  الغربية ,12096,2,مصراتة,مصراتة,5,زليتن,مدرسة أم القرى,الظهيرة,زليتن,عام,15.09766,32.37272
191,  الغربية ,12097,2,مصراتة,مصراتة,5,زليتن,الانتصار,الغويلات,زليتن,عام,14.535488,32.454542
192,  الغربية ,12098,2,مصراتة,مصراتة,5,زليتن,الشهيدة معتيقة,الغويلات,زليتن,عام,14.511469,32.463463
193,  الغربية ,12099,2,مصراتة,مصراتة,5,زليتن,الفواتير الثانوية,القاعة,زليتن,عام,14.625114,32.409058
194,  الغربية ,12100,2,مصراتة,مصراتة,5,زليتن,معاد بن جبل,القاعة,زليتن,عام,14.657905,32.419021
195,  الغربية ,12101,2,مصراتة,مصراتة,5,زليتن,نسيبة بنت كعب,القاعة,زليتن,عام,14.63535,32.422786
196,  الغربية ,12102,2,مصراتة,مصراتة,5,زليتن,الإمام نافع المدني,القزاحية,زليتن,عام,14.500077,32.485727
197,  الغربية ,12103,2,مصراتة,مصراتة,5,زليتن,العباس بن عبدالمطلب,القزاحية,زليتن,عام,14.513841,32.473467
198,  الغربية ,12104,2,مصراتة,مصراتة,5,زليتن,فاطمة الزهراء,القصبة,زليتن,عام,14.495451,32.479313
199,  الغربية ,12105,2,مصراتة,مصراتة,5,زليتن,طارق بن زياد,القصبة,زليتن,عام,14.494252,32.463425
200,  الغربية ,12106,2,مصراتة,مصراتة,5,زليتن,أحمد رفيق المهدوي,القصبة,زليتن,عام,14.505115,32.463682
201,  الغربية ,12107,2,مصراتة,مصراتة,5,زليتن,صلاح الدين,المنطرحة,زليتن,عام,15.08654,32.38885
202,  الغربية ,12108,2,مصراتة,مصراتة,5,زليتن,النصر بنين,المنطرحة,زليتن,عام,15.07348,32.36839
203,  الغربية ,12109,2,مصراتة,مصراتة,5,زليتن,الاتحاد بنين,المنطرحة,زليتن,عام,15.0810111111111,32.3517388888889
204,  الغربية ,12110,2,مصراتة,مصراتة,5,زليتن,الشورى,كادوش,زليتن,عام,14.564324,32.451957
205,  الغربية ,12111,2,مصراتة,مصراتة,5,زليتن,بن غلبون,كادوش,زليتن,عام,14.560645,32.436112
206,  الغربية ,12112,2,مصراتة,مصراتة,5,زليتن,قرطبة,كادوش,زليتن,عام,14.554215,32.43931
207,  الغربية ,12113,2,مصراتة,مصراتة,5,زليتن,عبدالله بن عمر,كعام,زليتن,عام,14.465738,32.479109
208,  الغربية ,12114,2,مصراتة,مصراتة,5,زليتن,جابر بن حيان,كعام,زليتن,عام,14.481583,32.485021
209,  الغربية ,12115,2,مصراتة,مصراتة,5,زليتن,حسان بن ثابت,كعام,زليتن,عام,14.480081,32.472367
210,  الغربية ,12116,2,مصراتة,مصراتة,5,زليتن,شهداء العروبة,ماجر,زليتن,عام,14.524733,32.346631
211,  الغربية ,12117,2,مصراتة,مصراتة,5,زليتن,شهداء اليرموك,ماجر,زليتن,عام,14.56408,32.36096
212,  الغربية ,12118,2,مصراتة,مصراتة,5,زليتن,شهداء ماجر,ماجر,زليتن,عام,14.585376,32.35257
213,  الغربية ,12119,2,مصراتة,مصراتة,5,زليتن,الشهيد العزامي,ماجر,زليتن,عام,14.575824,32.31786
214,  الغربية ,12120,2,مصراتة,مصراتة,5,زليتن,انس بن مالك,مرغرين,زليتن,عام,14.485919,32.486238
215,  الغربية ,12121,2,مصراتة,مصراتة,5,زليتن,المجاهد عبد السلام الجدايمي,مرغرين,زليتن,عام,14.464492,32.493609
216,  الغربية ,12122,2,مصراتة,مصراتة,5,زليتن,شهداء كعام,مرغرين,زليتن,عام,14.455153,32.504954
217,  الغربية ,13001,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,عبد الصمد ابو زقية,غنيمة,الخمس,عام,15.08654,32.38885
218,  الغربية ,13002,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,التفوق,سيلين,الخمس,عام,15.07348,32.36839
219,  الغربية ,13003,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,شهداء شقران,سيلين,الخمس,عام,15.0810111111111,32.3517388888889
220,  الغربية ,13004,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,موقعه النقازة,سيلين,الخمس,عام,15.07983,32.25438
221,  الغربية ,13005,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,الاندلس,الجحاوات,الخمس,عام,14.6225888888889,32.3973083333333
222,  الغربية ,13006,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,عمر بن عبد العزيز,الجحاوات,الخمس,عام,14.164808,32.595814
223,  الغربية ,13007,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,الوحدة العربية,بن جحا,الخمس,عام,14.263986,32.650703
224,  الغربية ,13008,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,فاطمة الزهراء,بن جحا,الخمس,عام,14.258089,32.653922
225,  الغربية ,13009,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,الخمس المركزية,بن جحا,الخمس,عام,14.263539,32.646608
226,  الغربية ,13010,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,المنار,البلدية,الخمس,عام,14.268911,32.65315
227,  الغربية ,13011,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,ابراهيم الرفاعي,البلدية,الخمس,عام,14.271236,32.654608
228,  الغربية ,13012,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,شهداء المرقب,شهداء المرقب,الخمس,عام,14.206009,32.660245
229,  الغربية ,13013,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,محمد بن طالب,شهداء المرقب,الخمس,عام,14.250981,32.650003
230,  الغربية ,13014,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,أحفاد المختار,لبدة,الخمس,عام,14.27725,32.644292
231,  الغربية ,13015,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,خديجة الكبرى,لبدة,الخمس,عام,14.268291,32.639336
232,  الغربية ,13016,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,علي البكاي,لبدة,الخمس,عام,14.214944,32.607414
233,  الغربية ,13017,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,عمر المختار,رأس الحمام,الخمس,عام,14.303631,32.620172
234,  الغربية ,13018,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,الصمود,رأس الحمام,الخمس,عام,14.320744,32.614217
235,  الغربية ,13019,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,ابو بكر الصديق,كعام,الخمس,عام,14.402875,32.530178
236,  الغربية ,13020,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,محمد عمر الشريف,كعام,الخمس,عام,14.413681,32.499531
237,  الغربية ,13021,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,عبد الرحمن بن عوف,كعام,الخمس,عام,14.434656,32.517042
238,  الغربية ,13022,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,وادي غاو غاو,كعام,الخمس,عام,14.406289,32.514097
239,  الغربية ,13023,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,17فبراير الثانوية بنات,المعقولة,الخمس,عام,14.361775,32.586502
240,  الغربية ,13024,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,عمر الشارف,المعقولة,الخمس,عام,14.350022,32.584433
241,  الغربية ,13025,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,المعقولة,المعقولة,الخمس,عام,14.349542,32.591211
242,  الغربية ,13026,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,الاستنقلال,المعقولة الوادي,الخمس,عام,14.358564,32.580397
243,  الغربية ,13027,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,السدر,المعقولة الوادي,الخمس,عام,14.349669,32.560403
244,  الغربية ,13028,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,الهداية,المعقولة الوادي,الخمس,عام,14.35515,32.562681
245,  الغربية ,13029,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,الشهداء قوقاس,قوقاس,الخمس,عام,14.193642,32.399672
246,  الغربية ,13030,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,القلم,قوقاس,الخمس,عام,14.194694,32.442406
247,  الغربية ,13031,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,الدوحة,سيدي خليفة,الخمس,عام,14.332494,32.618483
248,  الغربية ,13032,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,التحرير,سيدي خليفة,الخمس,عام,14.314436,32.598025
249,  الغربية ,13033,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,بندار الشمالية,الساحل,الخمس,عام,14.376622,32.55798
250,  الغربية ,13034,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,امحمد بن ابراهيم الثانوية,الساحل,الخمس,عام,14.370211,32.563464
251,  الغربية ,13035,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,بشير السعداوي,الساحل,الخمس,عام,14.379933,32.545961
252,  الغربية ,13036,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,شهداء الواجب,العلوص,قصر الأخيار,عام,13.950608,32.682181
253,  الغربية ,13037,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,الدراوزة,العلوص,قصر الأخيار,عام,13.902361,32.701181
254,  الغربية ,13038,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,الهادي عرفة,العلوص,قصر الأخيار,عام,13.939036,32.708761
255,  الغربية ,13039,3,الخمس,مصراتة,6,الخمس - سوق الخميس - غنيمة - قصر الاخيار.,شهداء قماطة,قصر الأخيار المركز,قصر الأخيار,عام,13.847103,32.697339
